Repo Name,Is Source?
nikosnikolaidis/hama,False
WipadaSilarach/hama,False
SCAlabUnical/WABC,False
JLLeitschuh/hama,False
apache/hama,False
apache/incubator-retired-horn,False
ZhouYii/Hama-FaultTolerance,False
chlin501/apache-hama,False
abhilashsharma/Hama-GoDB-Refactored,False
lucmichalski/kube-vproxy,False
ChenSunMac/Apache_Hama_project,False
jinhuang/heads-join,False
dipkakwani/goffishv3,False
Karan970/goffish,False
abhilashsharma/Hama-Godb,False
sandy197/trial-hama,False
JavierJia/graph-system-comparison,False
jinhuang/melody-join,False
spavz/goffish_v3,False
Karan970/finalyear,False
dream-lab/goffish_v3,False
EsauLu/hamalxq,False
apache/myfaces-extval,True
BuildabilityResearcher/TestabilityStudy,False
BuildabilityResearcher/BuildabilityStudy,False
JLLeitschuh/myfaces-extval,False
ojmakhura/motshelo,False
n4ela/mcmanager,False
biddyweb/Andromedia,False
apache/myfaces-extcdi,False
apache/myfaces-extval,False
Drane/PrefabServer,False
struberg/myfaces-ext-cdi,False
nagetsum/ExtValSample,False
apache/myfaces-scripting,False
grenne/teste,False
apache/tomee-site,False
kdchamil/ASTomEE,False
rhajamor/andromda-fork,False
os890/os890_export,False
svn2github/myfaces-extcdi-parent,False
siwiwit/andromda,False
JanainaSantos/ouvidoria,False
WalterMourao/andromda-report-viewer,False
brianleesg1/FileExplorer,False
ojmakhura/basekolo,False
ojmakhura/jrbase,False
AlbanAndrieu/nabla-uml,False
jbprek/my-tomee17-examples,False
ethnathon/tytogen,False
os890/tomee_mf_stack_001,False
h0nza/tomee-examples,False
AlbanAndrieu/nabla-andromda,False
BGCX067/faculty-jsf-svn-to-git,False
aabdelaziz/FWDE,False
jtviegas/codepit,False
himnay/j2ee-tomcat-examples,False
ojmakhura/andromda,False
hungbang/jsm_tomee_example,False
flefevre/papnewgen,False
apache/bookkeeper,True
jadbin/kikyo,False
WIPACrepo/MQClient-Pulsar,False
Rahonam/apache-pulsar-python,False
yhissou/consumers,False
yhissou/producers,False
jmoussa/alfred,False
Nefaden/OpenInnovI2Backend,False
jonatasoli/pulsar-example,False
julzhk/pulsar_investigations,False
scsibug/zwave2pulsar,False
scsibug/osxstats2pulsar,False
gl051/python-samples,False
tikal-fuseday/pulsar-pipeline-monitor,False
juliohm1978/kubeless-pulsar-trigger,False
yohn-dezmon/lending-club-loan-pipeline,False
AshwiniRN/cppPulsarlib,False
pyth0nic/mob,False
Zinnion/pulsar-client-cpp,False
apache/pulsar,False
apache/empire-db,True
nikosnikolaidis/empire-db,False
Varulv1997/empire-db,False
JLLeitschuh/empire-db,False
m-flak/myblog,False
ncrause/sitesnap,False
sokolovf/proarc,False
BBBiao123/biao,False
komusubi/lunchat,False
proarc/proarc,False
whirlplatform/whirl,False
code0x9/empire-db-example-basic,False
MiguelAngelVega/gears,False
apache/empire-db,False
wuhongjun/atom-empire-demo,False
apache/rampart,True
apache/ode,False
maduhu/cs_palo_alto,False
wangmeiji/cloudstack,False
pkoistin/cloudstack,False
pkoistin/asf-cloudstack-master,False
apache/axis-axis2-java-rampart,False
jacklotusho/ws-sandhana,False
tryggvil/eucalyptus,False
rajesh-battala/asf-cloudstack-master,False
anish2u2/rest-service-app,False
devdeep/cloudstack-sm,False
csckcac/platform,False
varundosapati/javaaxis2,False
gilt/incubator-cloudstack,False
yyunbin/wso2carbon4.1.0,False
bvbharatk/cloud-stack,False
radeksm/incubator-cloudstack,False
sljackson/ib_cloudstack,False
mrzedzic/jbehave-amxbpm,False
alexoughsg/Albatross,False
wso2/wso2-rampart,False
serverchief/cloudsand,False
ngtuna/cloudstack-gre,False
alexoughsg/Albatross.v1,False
alexoughsg/Albatross.Backup,False
lafferty/cshv3,False
ngtuna/cloudstack-autoscale,False
charyorde/wso2services,False
mufaddalq/cloudstack-datera-driver,False
bvbharat/cloudstack,False
apache/rampart,False
TheRingbearer/HAWKS,False
apache/accumulo,True
apache/incubator-retired-slider,False
pujav65/RyaAdapters,False
accumulobook/examples,False
akash-vasonomics/testgit,False
joshelser/slider,False
mjwall/ACCUMULO-2100,False
apache/rya,False
acordova/accumulo-examples,False
OpenPOWER-BigData/HDP2.5-slider,False
michaeljohns2/accumulo-playground,False
flitte/quaffer,False
OpenPOWER-BigData/HDP-slider,False
kchojhu/accu,False
apache/opennlp,True
Jonayb/SADCWEB-SOBA,False
MarkRademaker/DCWEB-SOBA,False
Isomorphismus42/Base.Camp21_WikipediaTaxonomien,False
adamio12/Asistente,False
EJDera/SASOBUW,False
426022ed/SASOBUW,False
DianaPajon/lematizador,False
RubenEschauzier/WEB-SOBA,False
EJDera/SASOBUS,False
426022ed/SASOBUS,False
lisazhuang/SOBA,False
mjdivan/pabmm_sh,False
ivanalonzo/java-utilities,False
robtesta87/TesiMagistrale,False
chrismor88/MRTAGMining,False
chauhan-preeti/Dynamic-Router,False
robtesta87/TesiMagistraleMultiThread,False
chrismor88/ARC-TAG_Mining2,False
diegoasencio96/Taller2-GSI,False
prabalghura/ChatProcessor,False
robtesta87/provagiteclipse,False
rodsol/relex-temp,False
lollysat/ThePersonalHerald,False
luckyakhi/BigDataDemo,False
kuakman/nahuel,False
walterjwhite/dependencies,False
KSchouten/Heracles,False
benjaminking/FUSE-terms,False
thanhhaibka/othernews,False
sreendra/disputesclassification,False
apache/chemistry-cmislib,True
dionisiotorres/osi-addons,False
oceanobservatories/ooi-ui-services,False
lucidworks/fusion-builder,False
gvSIGAssociation/gvsig-online,False
name1984/alfresco-api-client,False
wandss/ExportingTool,False
libremente/CMIS_client,False
JoseTomasTocino/cmis_storage,False
hkolasani/CaseBot,False
digcat/alfresco-tests,False
jpotts/python-cmis-browser,False
tarlm/usermgmt,False
RedTurtle/pyramid_alfresco,False
collective/collective.cmisbrowser,False
4teamwork/ftw.cmissync,False
pydevops/alfresco,False
concordusapps/python-cmis,False
juanyque/CmisTracPlugin,False
apache/jackrabbit-oak,True
aem-design/jackrabbit-oak,False
data-team-uhn/cards,False
roberto-development/back-end-project,False
Ayumihellena/jackrabbit-oak,False
nikosnikolaidis/jackrabbit-oak,False
Acidburn0zzz/jackrabbit-oak,False
chordflower/dracpond,False
carloscaldas/jackrabbit-oak,False
addstone/apache-archiva,False
apache/archiva,False
sho25/jackrabbit-oak,False
ist-dresden/composum-meta,False
dmitrypolyanskyy/MBM,False
apache/sling-whiteboard,False
apache/jackrabbit-oak,False
mduerig/script-oak,False
mduerig/oak-tooling-api,False
KuochengWang/jackrabbit-oak,False
rafaelkallis/bsc-thesis,False
sinbargit/sinbargit,False
apache/james-jsieve,True
gluckzhang/hedwig-pankti,False
mxsolid/hedwig-parent,False
linagora/james-parent,False
apache/james-jsieve,False
svn2github/hwmail-mirror,False
svn2github/hwmail,False
snowone/hedwig,False
vnesek/nmote-mcf,False
yunaj/tbsmail,False
hernad/my-zimbra,False
gazdahimself/current,False
imyousuf/james,False
apache/tez,True
teddyPark/metatron-hadoop-conf,False
kitt-sa/testAssignment,False
ina29593/to-is,False
klaud81/tez3-mr3,False
haiye1018/Spark-stack,False
Raghava534/Talend,False
go-barbarians/badh-tez,False
apumondal18/talend01,False
lenhattan86/yarn-BoPF,False
tyoushinya/tez310,False
lucasaytt/tez-0.9.2,False
lucasaytt/tez,False
mr3project/tez-mr3,False
wentjiang/hadoop-study,False
SYAN83/docker-stacks,False
SYAN83/docker-Hadoop-Pseudo-Distributed,False
suvojitdasgupta/brr-daily-lineitem,False
alexdongli0829/tez-source-code,False
Nem0Wang/tez-0.8,False
lanl001/Tez-source-code,False
cheolgiseo/cheolgi,False
apache/tez,False
cttestid41/Apache_Tez,False
OpenPOWER-BigData/HDP2.5-tez_hive2,False
apache/royale-asjs,True
imran7070/amazon1,False
nyemiks/RoyaleContactApp,False
fidelisfelipe/learn_royale-asjs,False
mjesteve/royale-examples-community,False
mjesteve/royale-examples,False
Acidburn0zzz/royale-asjs,False
heholek/royale-asjs,False
justinmclean/ApacheQuiz,False
justinmclean/ApacheLogos,False
piotrzarzycki21/TranspiledActionScript,False
apache/royale-asjs,False
apache/deltaspike,True
nikosnikolaidis/deltaspike,False
luiz158/forge-plugin-deltaspike,False
SethFalco/deltaspike,False
wx930910/deltaspike_mocking_refactoring,False
struberg/deltaspike,False
os890/DS_Discuss,False
bdaw/DeltaSpikeMirror,False
kelapure/Deltaspike-sample,False
os890/deltaspike-vote,False
subaochen/DeltaSpikePlayground,False
apache/deltaspike,False
abstractj/incubator-deltaspike,False
sbryzak/DeltaSpike,False
LightGuard/incubator-deltaspike,False
os890/Mirror,False
LightGuard/DeltaSpikePlayground,False
apache/cloudstack-cloudmonkey,True
bisikuku/cloudstack,False
rohankumardubey/cloudstack,False
moul/cloudstack,False
marcaurele/cloudstack,False
romain-dartigues/cloudstack,False
edersonbrilhante/cloudstack,False
Tryweirder/cloudstack,False
dfoulks1/infra-ansible,False
wx930910/autorefactor_cloudstack,False
nikosnikolaidis/cloudstack,False
Varulv1997/cloudstack,False
hixio-mh/cloudstack,False
huamichaelchen/cloudstack,False
wx930910/CloudStack_Refactoring,False
MissionCriticalCloud/bubble-toolkit,False
apache/cloudstack,False
ibsdeveloper/cloudstack,False
hashsos/cloudstack,False
jcsdatera/datera-cloudstack,False
cttestid41/Apache_Cloudstack,False
morpheu/cluster-cloudstack,False
liangbangke/CloudStack,False
jcsdatera/cloudstack-4.9.0-v2.0,False
apache/cordova-ubuntu,True
dreadlock60/cuisine,False
marcschuler/DiceAndPaper,False
amalan-shenll/firebasetest,False
jiharal/akakomweb-cordova,False
kDuffy93/drwSurveys,False
kDuffy93/drwSurvey,False
kDuffy93/drwsurvey2017,False
kDuffy93/testLafargeApp,False
hardik-addweb/Firebase_Ionic,False
juleswh/ZoeComm,False
nodekit-io/nodekit-cli-lib,False
apache/uima-addons,True
rohankumardubey/gora,False
nikosnikolaidis/gora,False
JLLeitschuh/Corpus,False
mrgiser/AnnotationLucene,False
AbdullahJandali/solr_activemq,False
JiangJibo/lucene,False
EugenePig/Gora,False
tteofili/sedtum,False
apache/gora,False
m-khl/lucene-join-solr-query-parser,False
maestros/gora-oraclenosql,False
osokolovic1/Steganography-Using-Spring,False
jaferreiro/gora-indra,False
flaxsearch/lucene-solr-intervals,False
hubblediscovery/super3-discovery,False
reidincom/gora,False
larry1023/qishi_solr_server,False
zyouke/solr,False
dormaayan/Corpus,False
clamaa/solr-5.5.0,False
luwuqiang/solr-5.5.3,False
tamoop5858/cdh5,False
tteofili/le11-nls,False
tteofili/cpt,False
apache/jackrabbit-ocm,True
magnolia-community/ocm,False
magnolia-community/shop,False
AntsyborDzmitry/zetsubou_0,False
ai-republic/jcr-util,False
solo-yolo/versioning-poc,False
BinWayne/jackrabbitdemo2,False
HwMuTou/jackrabbit-demo,False
agoston/jackrabbit,False
gauravpgaurav/JCR_Jackrabbit-OSGi,False
vasily-kartashov/jackrabbit-book,False
lucasyue/bdf2-dms,False
cheetah100/gravity,False
rajanvalecha12/jcr-example,False
mourya09/BBS,False
cpritam91/Pritam_GIT,False
ifu-lobuntu/jbpm-cmmn-build-bootstrap,False
hp0632/jackrabbit-ocm-support,False
patriziobruno/mktsurveyservice-java,False
ifu-lobuntu/pavanecce-environments,False
Risi211/University,False
Risi211/Jackrabbit-Bachelor-Degree,False
ifu-lobuntu/pavanecce-common,False
xformation/common-libraries,False
Shilpshikha/JavaCode,False
osuisumi/ss,False
pmaierean/clatite_cu_gem,False
andyglick/javATE,False
ibaner13/WebExamples,False
apache/wookie,True
w2ogroup/rave,False
w2ogroup/rave-old,False
ibrahimelbanna/wooki,False
Bizlem-Dev/rave,False
pradeeshmp/edukapp,False
pmt02/edukapp,False
taylordowns2000/edukapp,False
palaniyappanBala/edukapp,False
dhara-uom/ravecore,False
apache/wookie,False
metaboy/edukapp,False
svn2github/rave,False
acgtic211/COScore-Community,False
machak/rave,False
tic211acg/COScore-Community,False
scottbw/edukapp,False
apache/incubator-tajo,True
404NotFoundPK/TAJO,False
apache/tajo,False
404NotFoundPK/ISW2-TAJO,False
malavasiale/tajo,False
jason-zetaris/tajo,False
nirong/TAJO-2068,False
gruter/tajo-elasticsearch,False
apache/incubator-tajo,False
yeongeon/tajo-udf-randomlottery,False
hyunsik/incubator-tajo,False
tyotta/tajo-proxy,False
gruter/tajo-cdh,False
vagvaz/Leads-QueryProcessor,False
yeeunshim/tajo_test,False
cttestid41/Apache_Tejo,False
tyotta/tajo,False
apache/tajo,True
404NotFoundPK/TAJO,False
apache/tajo,False
404NotFoundPK/ISW2-TAJO,False
malavasiale/tajo,False
jason-zetaris/tajo,False
nirong/TAJO-2068,False
vagvaz/leads-query-processor,False
gruter/tajo-elasticsearch,False
apache/incubator-tajo,False
yeongeon/tajo-udf-randomlottery,False
hyunsik/incubator-tajo,False
tyotta/tajo-proxy,False
gruter/tajo-cdh,False
vagvaz/Leads-QueryProcessor,False
yeeunshim/tajo_test,False
cttestid41/Apache_Tejo,False
tyotta/tajo,False
apache/openmeetings,True
IbrahimAdDandan/AXESS-back-end,False
yuzhanxu/openmeetings,False
Examsdailytamil/open-meet-v1,False
cf-testorg/openmeetings-test,False
solomax/om-poeditor,False
giovve/virtualclassrooms,False
tedqqqq/openmeetings-web,False
collisiondetection/om_tutor,False
openmeetings/red5sip,False
sundayayandele/OPENMEETING,False
jon112/meetings,False
richmonkey/openmeetings,False
qiffang/meeting,False
apache/openmeetings,False
apache/clerezza-rdf-core,True
ejp-rd-vp/ejprd-resource-semantic-metadata-publisher,False
nikosnikolaidis/clerezza,False
Acidburn0zzz/clerezza-rdf-core,False
Acidburn0zzz/jarql,False
factsmission/psps,False
DavideAllavena/jarql-server,False
apache/clerezza,False
fusepoolP3/p3-entry-resource,False
vangu02/SOAP2REST,False
retog/rdfwrapper-example,False
lindas-uc/OutbreakTools,False
linked-solutions/slds,False
clerezza/jena.facade,False
linked-solutions/tlds,False
clerezza/jena.commons,False
lindas-uc/WikidataMunicipalities,False
retog/ScalaJaxRs,False
linked-solutions/jarql,False
apache/clerezza-rdf-core,False
retog/osgi-free-zz2h,False
apache/dubbo-rpc-jsonrpc,True
apache/dubbo-go-samples,False
amudong/dubbogo-samples-1,False
peengtao123/dubbo-samples,False
cyhbyw/cyhStudyDubbo,False
amudong/dubbogo-samples,False
zhangzhen273/spring-boot-dubbo,False
Sungq1990/user-service,False
XinkaiGao/Dream,False
renyg/renygZeus,False
powerfulee/microservice_dubbo,False
pengpeng77/learngit,False
yili1992/TAC,False
